Article_URL,Adresse,Kvdm
https://www.boligsiden.dk/adresse/marstalsgade-6-4-th-2100-koebenhavn-oe-01014668___6__4__th,"Marstalsgade 6, 4. th. 2100 København Ø",85
https://www.boligsiden.dk/adresse/augustagade-5-4-tv-2300-koebenhavn-s-01010272___5__4__tv,"Augustagade 5, 4. tv. 2300 København S",62
https://www.boligsiden.dk/adresse/rigensgade-9b-2-th-1316-koebenhavn-k-01015844__9b__2__th,"Rigensgade 9B, 2. th. 1316 København K",209
https://www.boligsiden.dk/adresse/christen-bergs-alle-12a-2500-valby-01011104_12a_______,Christen Bergs Allé 12A 2500 Valby,142
https://www.boligsiden.dk/adresse/haydnsvej-25-2-th-2450-koebenhavn-sv-01012712__25__2__th,"Haydnsvej 25, 2. th. 2450 København SV",41
https://www.boligsiden.dk/adresse/langdraget-19-0-th-2720-vanloese-01014136__19_st__th,"Langdraget 19, st. th. 2720 Vanløse",51
https://www.boligsiden.dk/adresse/robert-jacobsens-vej-72-6-4-2300-koebenhavn-s-01015894__72__6___4,"Robert Jacobsens Vej 72, 6. 4. 2300 København S",85
https://www.boligsiden.dk/adresse/sankt-pauls-gade-25-1-1313-koebenhavn-k-01016272__25__1____,"Sankt Pauls Gade 25, 1. 1313 København K",41
https://www.boligsiden.dk/adresse/vigerslevvej-283b-0-tv-2500-valby-01018320283b_st__tv,"Vigerslevvej 283B, st. tv. 2500 Valby",49
https://www.boligsiden.dk/adresse/elbagade-77-5-2300-koebenhavn-s-01011480__77__5____,"Elbagade 77, 5. 2300 København S",112
https://www.boligsiden.dk/adresse/paradisaeblevej-82-10-4-2500-valby-01018848__82_10___4,"Paradisæblevej 82, 10. 4. 2500 Valby",131
https://www.boligsiden.dk/adresse/frederikssundsvej-129b-1-th-2700-broenshoej-01011964129b__1__th,"Frederikssundsvej 129B, 1. th. 2700 Brønshøj",60
https://www.boligsiden.dk/adresse/kirsteinsgade-4-4-th-2100-koebenhavn-oe-01013700___4__4__th,"Kirsteinsgade 4, 4. th. 2100 København Ø",136
https://www.boligsiden.dk/adresse/roede-mellemvej-24-0-2300-koebenhavn-s-01016096__24_st____,"Røde Mellemvej 24, st. 2300 København S",77
https://www.boligsiden.dk/adresse/havneholmen-86-5-th-1561-koebenhavn-v-01012702__86__5__th,"Havneholmen 86, 5. th. 1561 København V",125
https://www.boligsiden.dk/adresse/sankt-peders-straede-25-2-1453-koebenhavn-k-01016280__25__2____,"Sankt Peders Stræde 25, 2. 1453 København K",81
https://www.boligsiden.dk/adresse/dannebrogsgade-35-4-tv-1660-koebenhavn-v-01011260__35__4__tv,"Dannebrogsgade 35, 4. tv. 1660 København V",70
https://www.boligsiden.dk/adresse/islands-brygge-38e-2-th-2300-koebenhavn-s-01013300_38e__2__th,"Islands Brygge 38E, 2. th. 2300 København S",118
https://www.boligsiden.dk/adresse/oerestads-boulevard-57a-7-704-2300-koebenhavn-s-01018541_57a__7_704,"Ørestads Boulevard 57A, 7. 704. 2300 København S",110
https://www.boligsiden.dk/adresse/robert-jacobsens-vej-68-5-3-2300-koebenhavn-s-01015894__68__5___3,"Robert Jacobsens Vej 68, 5. 3. 2300 København S",119
https://www.boligsiden.dk/adresse/oester-soegade-96-5-th-2100-koebenhavn-oe-01018608__96__5__th,"Øster Søgade 96, 5. th. 2100 København Ø",129
https://www.boligsiden.dk/adresse/asger-rygs-gade-6-4-tv-1727-koebenhavn-v-01010236___6__4__tv,"Asger Rygs Gade 6, 4. tv. 1727 København V",61
https://www.boligsiden.dk/adresse/slotsherrensvej-15-2-tv-2720-vanloese-01016600__15__2__tv,"Slotsherrensvej 15, 2. tv. 2720 Vanløse",46
https://www.boligsiden.dk/adresse/a.c.-meyers-vaenge-13f-6-2450-koebenhavn-sv-01014734_13f__6____,"A.C. Meyers Vænge 13F, 6. 2450 København SV",103
https://www.boligsiden.dk/adresse/thorshavnsgade-22-3-th-2300-koebenhavn-s-01017404__22__3__th,"Thorshavnsgade 22, 3. th. 2300 København S",60
https://www.boligsiden.dk/adresse/lange-mullers-gade-17-2-th-2100-koebenhavn-oe-01014148__17__2__th,"Lange-Müllers Gade 17, 2. th. 2100 København Ø",58
https://www.boligsiden.dk/adresse/palermovej-11-1-4-2300-koebenhavn-s-01015392__11__1___4,"Palermovej 11, 1. 4. 2300 København S",56
https://www.boligsiden.dk/adresse/jagtvej-147-4-th-2200-koebenhavn-n-01013332_147__4__th,"Jagtvej 147, 4. th. 2200 København N",112
https://www.boligsiden.dk/adresse/oscar-pettifords-vej-15-2-th-2450-koebenhavn-sv-01018826__15__2__th,"Oscar Pettifords Vej 15, 2. th. 2450 København SV",98
https://www.boligsiden.dk/adresse/dunkerquegade-20-5-tv-2150-nordhavn-01011374__20__5__tv,"Dunkerquegade 20, 5. tv. 2150 Nordhavn",97
https://www.boligsiden.dk/adresse/tjoerneraekken-7-2-th-2300-koebenhavn-s-01017504___7__2__th,"Tjørnerækken 7, 2. th. 2300 København S",40
https://www.boligsiden.dk/adresse/constantin-hansens-gade-12-4-tv-1799-koebenhavn-v-01011185__12__4__tv,"Constantin Hansens Gade 12, 4. tv. 1799 København V",90
https://www.boligsiden.dk/adresse/borgerbo-7-1-th-2300-koebenhavn-s-01010712___7__1__th,"Borgerbo 7, 1. th. 2300 København S",87
https://www.boligsiden.dk/adresse/bogtrykkervej-16-2-tv-2400-koebenhavn-nv-01010676__16__2__tv,"Bogtrykkervej 16, 2. tv. 2400 København NV",82
https://www.boligsiden.dk/adresse/valbygaardsvej-34d-0-2500-valby-01017900_34d_st____,"Valbygårdsvej 34D, st. 2500 Valby",121
https://www.boligsiden.dk/adresse/hoejdevangs-alle-24-0-2300-koebenhavn-s-01013192__24_st____,"Højdevangs Allé 24, st. 2300 København S",115
https://www.boligsiden.dk/adresse/dover-passage-4-1-th-2150-nordhavn-01011314___4__1__th,"Dover Passage 4, 1. th. 2150 Nordhavn",101
https://www.boligsiden.dk/adresse/amager-strandvej-110b-9-th-2300-koebenhavn-s-01010120110b__9__th,"Amager Strandvej 110B, 9. th. 2300 København S",122
https://www.boligsiden.dk/adresse/kalkbraenderihavnsgade-4d-0-th-2100-koebenhavn-oe-01013516__4d_st__th,"Kalkbrænderihavnsgade 4D, st. th. 2100 København Ø",59
https://www.boligsiden.dk/adresse/dybendalsvej-73-0-mf-2720-vanloese-01011384__73_st__mf,"Dybendalsvej 73, st. mf. 2720 Vanløse",51
https://www.boligsiden.dk/adresse/tagensvej-57-2-tv-2200-koebenhavn-n-01017336__57__2__tv,"Tagensvej 57, 2. tv. 2200 København N",70
https://www.boligsiden.dk/adresse/soelvgade-87-2-th-1307-koebenhavn-k-01017280__87__2__th,"Sølvgade 87, 2. th. 1307 København K",103
https://www.boligsiden.dk/adresse/gothersgade-147-5-tv-1123-koebenhavn-k-01012272_147__5__tv,"Gothersgade 147, 5. tv. 1123 København K",63
https://www.boligsiden.dk/adresse/david-balfours-gade-2-3-th-1402-koebenhavn-k-01011278___2__3__th,"David Balfours Gade 2, 3. th. 1402 København K",103
https://www.boligsiden.dk/adresse/alliancevej-39-0-th-2450-koebenhavn-sv-01010090__39_st__th,"Alliancevej 39, st. th. 2450 København SV",82
https://www.boligsiden.dk/adresse/richard-mortensens-vej-73-7-p5-2300-koebenhavn-s-01015833__73__7__p5,"Richard Mortensens Vej 73, 7. p5. 2300 København S",106
https://www.boligsiden.dk/adresse/oerestads-boulevard-63a-3-th-2300-koebenhavn-s-01018541_63a__3__th,"Ørestads Boulevard 63A, 3. th. 2300 København S",92
https://www.boligsiden.dk/adresse/lundsgade-9-4-th-2100-koebenhavn-oe-01014444___9__4__th,"Lundsgade 9, 4. th. 2100 København Ø",122
https://www.boligsiden.dk/adresse/peter-fabers-gade-43-2-th-2200-koebenhavn-n-01015492__43__2__th,"Peter Fabers Gade 43, 2. th. 2200 København N",51
https://www.boligsiden.dk/adresse/sigynsgade-42-2-th-2200-koebenhavn-n-01016378__42__2__th,"Sigynsgade 42, 2. th. 2200 København N",81
https://www.boligsiden.dk/adresse/toftegaards-alle-23-4-tv-2500-valby-01017524__23__4__tv,"Toftegårds Allé 23, 4. tv. 2500 Valby",69
https://www.boligsiden.dk/adresse/laksegade-20e-3-1063-koebenhavn-k-01014092_20e__3____,"Laksegade 20E, 3. 1063 København K",75
https://www.boligsiden.dk/adresse/amagerfaelledvej-17-1-th-2300-koebenhavn-s-01010112__17__1__th,"Amagerfælledvej 17, 1. th. 2300 København S",96
https://www.boligsiden.dk/adresse/constantin-hansens-gade-24-3-th-1799-koebenhavn-v-01011185__24__3__th,"Constantin Hansens Gade 24, 3. th. 1799 København V",97
https://www.boligsiden.dk/adresse/ouroegade-23-2-th-2100-koebenhavn-oe-01015348__23__2__th,"Ourøgade 23, 2. th. 2100 København Ø",56
https://www.boligsiden.dk/adresse/blaagaardsgade-16b-0-tv-2200-koebenhavn-n-01010628_16b_st__tv,"Blågårdsgade 16B, st. tv. 2200 København N",58
https://www.boligsiden.dk/adresse/glasvej-27-4-tv-2400-koebenhavn-nv-01012232__27__4__tv,"Glasvej 27, 4. tv. 2400 København NV",83
https://www.boligsiden.dk/adresse/lombardigade-21-5-2300-koebenhavn-s-01014384__21__5____,"Lombardigade 21, 5. 2300 København S",98
https://www.boligsiden.dk/adresse/richard-mortensens-vej-65-3-3-2300-koebenhavn-s-01015833__65__3___3,"Richard Mortensens Vej 65, 3. 3. 2300 København S",97
https://www.boligsiden.dk/adresse/valdemarsgade-44-0-th-1665-koebenhavn-v-01017924__44_st__th,"Valdemarsgade 44, st. th. 1665 København V",49
https://www.boligsiden.dk/adresse/venedigvej-1-1-th-2300-koebenhavn-s-01018152___1__1__th,"Venedigvej 1, 1. th. 2300 København S",76
https://www.boligsiden.dk/adresse/oerestads-boulevard-63d-0-tv-2300-koebenhavn-s-01018541_63d_st__tv,"Ørestads Boulevard 63D, st. tv. 2300 København S",59
https://www.boligsiden.dk/adresse/skanderborggade-5-2-tv-2100-koebenhavn-oe-01016424___5__2__tv,"Skanderborggade 5, 2. tv. 2100 København Ø",93
https://www.boligsiden.dk/adresse/margretheholmsvej-64-3-1432-koebenhavn-k-01014635__64__3____,"Margretheholmsvej 64, 3. 1432 København K",117
https://www.boligsiden.dk/adresse/aggersborggade-9-5-tv-2100-koebenhavn-oe-01010044___9__5__tv,"Aggersborggade 9, 5. tv. 2100 København Ø",65
https://www.boligsiden.dk/adresse/aarhusgade-142-5-tv-2150-nordhavn-01018696_142__5__tv,"Århusgade 142, 5. tv. 2150 Nordhavn",129
https://www.boligsiden.dk/adresse/frankrigshusene-16-3-th-2300-koebenhavn-s-01011900__16__3__th,"Frankrigshusene 16, 3. th. 2300 København S",56
https://www.boligsiden.dk/adresse/tuborgvej-60-2-th-2900-hellerup-01017684__60__2__th,"Tuborgvej 60, 2. th. 2900 Hellerup",114
https://www.boligsiden.dk/adresse/aggersborggade-9-3-th-2100-koebenhavn-oe-01010044___9__3__th,"Aggersborggade 9, 3. th. 2100 København Ø",82
https://www.boligsiden.dk/adresse/ellebjergvej-17-0-tv-2450-koebenhavn-sv-01011492__17_st__tv,"Ellebjergvej 17, st. tv. 2450 København SV",98
https://www.boligsiden.dk/adresse/amerika-plads-23-1-th-2100-koebenhavn-oe-01010139__23__1__th,"Amerika Plads 23, 1. th. 2100 København Ø",135
https://www.boligsiden.dk/adresse/oester-soegade-96-4-th-2100-koebenhavn-oe-01018608__96__4__th,"Øster Søgade 96, 4. th. 2100 København Ø",165
https://www.boligsiden.dk/adresse/parmagade-40-4-th-2300-koebenhavn-s-01015424__40__4__th,"Parmagade 40, 4. th. 2300 København S",45
https://www.boligsiden.dk/adresse/lundtoftegade-97-4-tv-2200-koebenhavn-n-01014448__97__4__tv,"Lundtoftegade 97, 4. tv. 2200 København N",52
https://www.boligsiden.dk/adresse/bisiddervej-4-3-tv-2400-koebenhavn-nv-01010520___4__3__tv,"Bisiddervej 4, 3. tv. 2400 København NV",54
https://www.boligsiden.dk/adresse/robert-jacobsens-vej-8-2-mf-2300-koebenhavn-s-01015894___8__2__mf,"Robert Jacobsens Vej 8, 2. mf. 2300 København S",91
https://www.boligsiden.dk/adresse/aebeloegade-27-0-2100-koebenhavn-oe-01018500__27_st____,"Æbeløgade 27, st. 2100 København Ø",71
https://www.boligsiden.dk/adresse/ungarnsgade-19-3-tv-2300-koebenhavn-s-01017848__19__3__tv,"Ungarnsgade 19, 3. tv. 2300 København S",55
https://www.boligsiden.dk/adresse/wildersgade-34-2-th-1408-koebenhavn-k-01018340__34__2__th,"Wildersgade 34, 2. th. 1408 København K",104
https://www.boligsiden.dk/adresse/bratskovvej-19-2-tv-2720-vanloese-01010800__19__2__tv,"Bratskovvej 19, 2. tv. 2720 Vanløse",106
https://www.boligsiden.dk/adresse/birketinget-2a-2-124-2300-koebenhavn-s-01010510__2a__2_124,"Birketinget 2A, 2. 124. 2300 København S",44
https://www.boligsiden.dk/adresse/ove-billes-vej-15-0-2300-koebenhavn-s-01015352__15_st____,"Ove Billes Vej 15, st. 2300 København S",123
https://www.boligsiden.dk/adresse/kongelundsvej-39-0-2300-koebenhavn-s-01013844__39_st____,"Kongelundsvej 39, st. 2300 København S",99
https://www.boligsiden.dk/adresse/mozartsvej-30-0-th-2450-koebenhavn-sv-01014844__30_st__th,"Mozartsvej 30, st. th. 2450 København SV",49
https://www.boligsiden.dk/adresse/kenny-drews-vej-7-1-th-2450-koebenhavn-sv-01018825___7__1__th,"Kenny Drews Vej 7, 1. th. 2450 København SV",91
https://www.boligsiden.dk/adresse/wagnersvej-8-0-tv-2450-koebenhavn-sv-01017888___8_st__tv,"Wagnersvej 8, st. tv. 2450 København SV",84
https://www.boligsiden.dk/adresse/tove-ma%C3%ABs-vej-3-0-th-2500-valby-01017606___3_st__th,"Tove Maës Vej 3, st. th. 2500 Valby",78
https://www.boligsiden.dk/adresse/tuxensvej-5-0-2700-broenshoej-01017716___5_st____,"Tuxensvej 5, st. 2700 Brønshøj",100
https://www.boligsiden.dk/adresse/kronprinsessegade-46a-3-tv-1306-koebenhavn-k-01013996_46a__3__tv,"Kronprinsessegade 46A, 3. tv. 1306 København K",96
https://www.boligsiden.dk/adresse/korsoergade-28-3-tv-2100-koebenhavn-oe-01013928__28__3__tv,"Korsørgade 28, 3. tv. 2100 København Ø",53
https://www.boligsiden.dk/adresse/harrestrupvang-9c-0-th-2500-valby-01012656__9c_st__th,"Harrestrupvang 9C, st. th. 2500 Valby",53
https://www.boligsiden.dk/adresse/tagensvej-39-2-tv-2200-koebenhavn-n-01017336__39__2__tv,"Tagensvej 39, 2. tv. 2200 København N",86
https://www.boligsiden.dk/adresse/weidekampsgade-61-6-th-2300-koebenhavn-s-01018122__61__6__th,"Weidekampsgade 61, 6. th. 2300 København S",79
https://www.boligsiden.dk/adresse/limfjordsvej-37-1-th-2720-vanloese-01014312__37__1__th,"Limfjordsvej 37, 1. th. 2720 Vanløse",39
https://www.boligsiden.dk/adresse/saltoevej-9-1-2720-vanloese-01016192___9__1____,"Saltøvej 9, 1. 2720 Vanløse",125
https://www.boligsiden.dk/adresse/provstevej-2b-4-tv-2400-koebenhavn-nv-01015628__2b__4__tv,"Provstevej 2B, 4. tv. 2400 København NV",53
https://www.boligsiden.dk/adresse/frederikssundsvej-193a-1-tv-2700-broenshoej-01011964193a__1__tv,"Frederikssundsvej 193A, 1. tv. 2700 Brønshøj",56
https://www.boligsiden.dk/adresse/markskellet-1-2-mf-2720-vanloese-01014648___1__2__mf,"Markskellet 1, 2. mf. 2720 Vanløse",56
https://www.boligsiden.dk/adresse/frederikssundsvej-42-1-tv-2400-koebenhavn-nv-01011964__42__1__tv,"Frederikssundsvej 42, 1. tv. 2400 København NV",51
https://www.boligsiden.dk/adresse/loengangstraede-21b-0-1468-koebenhavn-k-01014548_21b_st____,"Løngangstræde 21B, st. 1468 København K",105
https://www.boligsiden.dk/adresse/adelgade-49-3-th-1304-koebenhavn-k-01010024__49__3__th,"Adelgade 49, 3. th. 1304 København K",81
https://www.boligsiden.dk/adresse/drejoegade-28-4-404-2100-koebenhavn-oe-01011332__28__4_404,"Drejøgade 28, 4. 404. 2100 København Ø",69
https://www.boligsiden.dk/adresse/rovsingsgade-39-0-tv-2200-koebenhavn-n-01015988__39_st__tv,"Rovsingsgade 39, st. tv. 2200 København N",112
https://www.boligsiden.dk/adresse/meklenborggade-4-0-tv-2300-koebenhavn-s-01014696___4_st__tv,"Meklenborggade 4, st. tv. 2300 København S",36
https://www.boligsiden.dk/adresse/nattergalevej-82-3-2400-koebenhavn-nv-01014948__82__3____,"Nattergalevej 82, 3. 2400 København NV",49
https://www.boligsiden.dk/adresse/midtermolen-2-1-th-2100-koebenhavn-oe-01014745___2__1__th,"Midtermolen 2, 1. th. 2100 København Ø",99
https://www.boligsiden.dk/adresse/thingvalla-alle-4-1-2300-koebenhavn-s-01017388___4__1____,"Thingvalla Allé 4, 1. 2300 København S",120
https://www.boligsiden.dk/adresse/marstalsgade-18-2-tv-2100-koebenhavn-oe-01014668__18__2__tv,"Marstalsgade 18, 2. tv. 2100 København Ø",55
https://www.boligsiden.dk/adresse/nattergalevej-82-0-tv-2400-koebenhavn-nv-01014948__82_st__tv,"Nattergalevej 82, st. tv. 2400 København NV",54
https://www.boligsiden.dk/adresse/goteborg-plads-12-1-mf-2150-nordhavn-01018830__12__1__mf,"Göteborg Plads 12, 1. mf. 2150 Nordhavn",129
https://www.boligsiden.dk/adresse/richard-mortensens-vej-73-7-p6-2300-koebenhavn-s-01015833__73__7__p6,"Richard Mortensens Vej 73, 7. p6. 2300 København S",106
https://www.boligsiden.dk/adresse/strandgade-81-1-1-1401-koebenhavn-k-01016992__81__1___1,"Strandgade 81, 1. 1. 1401 København K",83
https://www.boligsiden.dk/adresse/borgerbo-7-3-th-2300-koebenhavn-s-01010712___7__3__th,"Borgerbo 7, 3. th. 2300 København S",87
https://www.boligsiden.dk/adresse/holsteinsgade-61-3-th-2100-koebenhavn-oe-01013008__61__3__th,"Holsteinsgade 61, 3. th. 2100 København Ø",102
https://www.boligsiden.dk/adresse/nordre-frihavnsgade-100b-3-th-2100-koebenhavn-oe-01015044100b__3__th,"Nordre Frihavnsgade 100B, 3. th. 2100 København Ø",53
https://www.boligsiden.dk/adresse/hoersholmsgade-22h-6-th-2200-koebenhavn-n-01013236_22h__6__th,"Hørsholmsgade 22H, 6. th. 2200 København N",98
https://www.boligsiden.dk/adresse/oester-soegade-106a-4-th-2100-koebenhavn-oe-01018608106a__4__th,"Øster Søgade 106A, 4. th. 2100 København Ø",37
https://www.boligsiden.dk/adresse/nikolaj-plads-34-2-tv-1067-koebenhavn-k-01014992__34__2__tv,"Nikolaj Plads 34, 2. tv. 1067 København K",103
https://www.boligsiden.dk/adresse/trelleborggade-14-0-tv-2150-nordhavn-01015766__14_st__tv,"Trelleborggade 14, st. tv. 2150 Nordhavn",55
https://www.boligsiden.dk/adresse/ingerslevsgade-134-3-th-1705-koebenhavn-v-01013272_134__3__th,"Ingerslevsgade 134, 3. th. 1705 København V",65
https://www.boligsiden.dk/adresse/hvalsoevej-42a-1-th-2700-broenshoej-01013104_42a__1__th,"Hvalsøvej 42A, 1. th. 2700 Brønshøj",58
https://www.boligsiden.dk/adresse/kenny-drews-vej-101-1-4-2450-koebenhavn-sv-01018825_101__1___4,"Kenny Drews Vej 101, 1. 4. 2450 København SV",130
https://www.boligsiden.dk/adresse/oernevej-52-2-tv-2400-koebenhavn-nv-01018560__52__2__tv,"Ørnevej 52, 2. tv. 2400 København NV",86
https://www.boligsiden.dk/adresse/halsskovgade-2-2-216-2100-koebenhavn-oe-01012546___2__2_216,"Halsskovgade 2, 2. 216. 2100 København Ø",48
https://www.boligsiden.dk/adresse/vermundsgade-24-0-2100-koebenhavn-oe-01018180__24_st____,"Vermundsgade 24, st. 2100 København Ø",85
https://www.boligsiden.dk/adresse/sankt-jakobs-gade-14-0-th-2100-koebenhavn-oe-01016252__14_st__th,"Sankt Jakobs Gade 14, st. th. 2100 København Ø",88
https://www.boligsiden.dk/adresse/noerre-alle-11b-1-tv-2200-koebenhavn-n-01015188_11b__1__tv,"Nørre Allé 11B, 1. tv. 2200 København N",79
https://www.boligsiden.dk/adresse/weidekampsgade-67-4-th-2300-koebenhavn-s-01018122__67__4__th,"Weidekampsgade 67, 4. th. 2300 København S",112
https://www.boligsiden.dk/adresse/noerre-sidealle-7-1-th-2200-koebenhavn-n-01015208___7__1__th,"Nørre Sideallé 7, 1. th. 2200 København N",72
https://www.boligsiden.dk/adresse/strandlodsvej-18a-2300-koebenhavn-s-01016996_18a_______,Strandlodsvej 18A 2300 København S,128
https://www.boligsiden.dk/adresse/rebildvej-25a-1-2720-vanloese-01015760_25a__1____,"Rebildvej 25A, 1. 2720 Vanløse",118
https://www.boligsiden.dk/adresse/lily-brobergs-vej-53-0-th-2500-valby-01014310__53_st__th,"Lily Brobergs Vej 53, st. th. 2500 Valby",76
https://www.boligsiden.dk/adresse/bramslykkevej-4-1-tv-2500-valby-01010788___4__1__tv,"Bramslykkevej 4, 1. tv. 2500 Valby",61
https://www.boligsiden.dk/adresse/aalandsgade-32-2-tv-2300-koebenhavn-s-01018664__32__2__tv,"Ålandsgade 32, 2. tv. 2300 København S",52
https://www.boligsiden.dk/adresse/vordingborggade-74-1-th-2100-koebenhavn-oe-01018452__74__1__th,"Vordingborggade 74, 1. th. 2100 København Ø",70
https://www.boligsiden.dk/adresse/bogtrykkervej-6-1-th-2400-koebenhavn-nv-01010676___6__1__th,"Bogtrykkervej 6, 1. th. 2400 København NV",59
https://www.boligsiden.dk/adresse/mellemforts-alle-4-2-th-2300-koebenhavn-s-01014708___4__2__th,"Mellemforts Allé 4, 2. th. 2300 København S",59
https://www.boligsiden.dk/adresse/asminderoedgade-3-1-tv-2200-koebenhavn-n-01010244___3__1__tv,"Asminderødgade 3, 1. tv. 2200 København N",85
https://www.boligsiden.dk/adresse/bisiddervej-10-0-th-2400-koebenhavn-nv-01010520__10_st__th,"Bisiddervej 10, st. th. 2400 København NV",40
https://www.boligsiden.dk/adresse/puggaardsgade-18-3-tv-1573-koebenhavn-v-01015660__18__3__tv,"Puggaardsgade 18, 3. tv. 1573 København V",101
https://www.boligsiden.dk/adresse/tordenskjoldsgade-23-1-th-1055-koebenhavn-k-01017564__23__1__th,"Tordenskjoldsgade 23, 1. th. 1055 København K",128
https://www.boligsiden.dk/adresse/kastrupvej-50-3-g-2300-koebenhavn-s-01013600__50__3___g,"Kastrupvej 50, 3. g. 2300 København S",66
https://www.boligsiden.dk/adresse/marengovej-2-1-mf-2300-koebenhavn-s-01014632___2__1__mf,"Marengovej 2, 1. mf. 2300 København S",28
https://www.boligsiden.dk/adresse/hiort-lorenzens-gade-6-0-th-2200-koebenhavn-n-01012908___6_st__th,"Hiort Lorenzens Gade 6, st. th. 2200 København N",54
https://www.boligsiden.dk/adresse/dunkerquegade-27-2-th-2150-nordhavn-01011374__27__2__th,"Dunkerquegade 27, 2. th. 2150 Nordhavn",80
